id,ipk_smt1,ipk_smt2,ipk_smt3,ipk_smt4,ipk_smt5,ipk_smt6,ipk_smt7,ipk_smt8,kehadiran_mk1,kehadiran_mk2,kehadiran_mk3,kehadiran_mk4,kehadiran_mk5,kehadiran_mk6,retake,online_activity1,online_activity2,online_activity3,online_activity4,online_activity5,online_activity6,status_pekerjaan,beban_kerja,sosial_ekonomi
1341.0,3.99,,1.97,2.8,2.86,3.5,2.08,2.08,88.4,86.9,99.7,75.0,74.2,100.0,4.0,4.9,3.5,6.4,0.9,5.8,3.7,Paruh Waktu,12.0,Menengah
1342.0,2.71,2.85,3.45,2.6,3.12,2.9,1.91,2.09,84.6,80.0,75.5,95.7,70.0,83.0,3.0,3.3,8.0,10.0,4.4,6.7,7.5,Paruh Waktu,11.0,Menengah
1343.0,2.72,2.86,2.67,3.24,2.65,2.73,2.82,2.56,84.1,83.7,78.1,75.5,83.0,82.0,1.0,,3.1,3.9,5.4,5.8,4.7,Tidak Bekerja,0.0,Rendah
1344.0,3.16,2.7,2.32,2.73,3.12,3.24,3.22,2.85,87.6,90.9,68.7,77.8,88.0,75.1,1.0,7.3,7.1,3.9,3.2,5.9,2.4,Paruh Waktu,18.0,Tinggi
1345.0,2.73,2.29,3.16,2.98,2.63,2.13,2.33,2.32,92.5,68.2,84.5,82.5,95.4,87.3,2.0,6.1,3.9,2.5,4.3,6.6,6.5,Penuh Waktu,39.0,Tinggi
1346.0,3.02,3.14,2.62,2.35,3.34,2.06,3.32,3.2,90.6,100.0,85.2,91.2,84.5,81.8,0.0,6.1,4.4,5.1,5.1,4.2,6.5,Tidak Bekerja,0.0,Rendah
1347.0,2.84,3.1,2.6,2.56,2.43,2.71,3.22,2.23,65.4,87.1,96.8,88.1,75.1,83.9,0.0,5.1,6.4,3.3,8.1,4.2,3.7,Tidak Bekerja,0.0,Rendah
1348.0,2.83,2.76,2.81,3.36,2.32,2.93,3.21,,74.7,82.9,74.6,77.9,90.8,87.6,1.0,6.4,6.0,4.6,3.0,5.6,3.9,Tidak Bekerja,0.0,Menengah
1349.0,3.01,2.82,3.19,2.14,2.73,2.54,2.67,2.76,80.2,83.9,,99.5,87.4,99.7,2.0,2.1,6.6,5.4,4.3,6.2,5.3,Penuh Waktu,34.0,Tinggi
1350.0,5.0,2.18,3.79,3.33,3.25,2.67,1.93,2.48,89.1,96.5,89.3,89.6,83.3,91.5,0.0,3.2,5.2,4.5,7.9,0.0,4.7,Tidak Bekerja,0.0,Menengah
1351.0,2.74,2.82,,2.92,2.27,2.39,2.73,2.74,74.2,95.8,92.2,76.4,82.9,100.0,1.0,5.3,5.8,3.8,4.4,8.0,5.2,Paruh Waktu,15.0,Menengah
1352.0,2.37,3.28,3.55,3.31,2.8,2.7,2.8,3.09,99.5,90.5,68.0,75.7,83.5,94.9,2.0,9.6,5.1,6.3,1.9,3.6,5.7,Paruh Waktu,18.0,Rendah
1353.0,3.14,3.28,2.42,3.36,1.96,3.3,3.47,2.92,83.0,88.1,79.0,100.0,79.1,98.2,1.0,3.5,8.2,9.0,5.8,5.6,3.1,Paruh Waktu,12.0,Menengah
1354.0,2.62,3.61,3.26,2.94,,3.21,3.88,2.68,65.3,74.7,85.6,83.4,98.6,79.1,1.0,4.7,3.7,6.6,3.3,4.5,2.0,Penuh Waktu,48.0,Menengah
1355.0,3.12,2.94,2.56,2.91,3.12,3.04,3.83,2.81,85.3,83.2,90.5,84.7,85.1,85.2,1.0,4.7,3.8,5.8,4.4,6.2,5.2,Penuh Waktu,33.0,Tinggi
1356.0,2.46,3.26,2.44,3.14,2.59,2.23,3.33,2.4,86.1,72.0,71.2,100.0,86.4,83.9,2.0,4.2,3.4,6.2,7.8,6.6,6.2,Penuh Waktu,44.0,Rendah
1357.0,2.36,2.41,2.12,2.55,2.58,2.28,2.22,2.91,76.9,78.9,63.1,100.0,94.4,80.1,2.0,3.2,5.0,5.0,2.4,0.0,3.9,Paruh Waktu,11.0,Rendah
1358.0,2.48,3.63,3.14,2.52,3.9,2.15,2.34,2.69,69.7,100.0,86.8,77.1,89.5,86.5,1.0,4.4,2.6,2.1,9.4,2.3,8.4,Tidak Bekerja,0.0,Rendah
1359.0,2.98,3.08,3.12,1.94,2.41,2.07,2.84,2.09,65.2,82.6,62.9,87.6,72.4,76.6,,0.4,8.3,2.1,4.3,1.4,3.3,Paruh Waktu,12.0,Rendah
1360.0,2.47,2.7,3.12,,2.86,2.87,2.59,2.38,79.7,92.0,92.8,73.6,82.4,77.5,0.0,6.6,4.1,9.4,5.4,7.4,3.0,Penuh Waktu,33.0,Menengah
1361.0,3.28,2.59,2.32,3.65,2.16,2.83,2.4,2.28,92.4,82.9,89.1,,90.0,77.8,1.0,1.2,8.8,6.2,5.5,7.5,5.5,Tidak Bekerja,0.0,Rendah
1362.0,2.41,2.5,2.12,2.26,3.2,2.92,2.5,2.24,80.9,68.2,86.3,94.5,100.0,74.0,0.0,6.8,3.6,2.7,2.7,5.3,3.1,Tidak Bekerja,0.0,
1363.0,2.76,1.92,2.4,2.66,3.48,2.84,2.95,2.78,100.0,94.0,64.7,87.2,95.9,70.5,0.0,5.2,3.9,3.3,7.7,3.7,3.7,Tidak Bekerja,0.0,Rendah
1364.0,2.73,2.01,2.76,2.16,1.92,2.28,2.96,2.95,86.0,94.9,93.9,,85.7,86.3,1.0,4.7,0.7,7.3,5.8,2.6,7.9,Tidak Bekerja,0.0,Rendah
1365.0,3.26,2.86,3.42,2.57,3.6,2.36,3.41,1.62,74.0,88.0,81.0,84.3,85.4,73.1,1.0,2.8,5.5,,7.7,4.6,6.4,Tidak Bekerja,0.0,Menengah
1366.0,2.26,2.55,2.67,2.72,3.23,2.75,2.69,3.26,91.0,77.6,73.5,76.8,84.5,72.5,2.0,5.2,4.7,0.0,2.2,0.0,4.3,Paruh Waktu,12.0,Rendah
1367.0,2.51,3.39,2.49,2.39,2.97,2.83,2.6,2.79,89.7,86.6,90.8,83.1,74.7,90.7,0.0,4.5,4.4,6.5,8.3,1.6,4.4,Penuh Waktu,38.0,Rendah
1368.0,2.93,2.65,2.48,2.47,3.41,3.74,2.58,2.59,88.9,86.3,83.5,72.5,76.8,91.9,2.0,4.4,8.9,8.8,3.2,7.6,4.7,Penuh Waktu,33.0,Rendah
1369.0,2.58,2.21,2.73,1.99,3.08,3.32,2.25,2.67,93.7,71.7,72.8,82.6,82.2,85.5,1.0,4.8,2.3,1.8,2.4,6.0,6.9,Penuh Waktu,35.0,Menengah
1370.0,2.58,2.74,3.59,2.34,2.58,3.25,2.38,2.49,70.6,91.2,70.7,95.5,72.5,77.4,2.0,2.7,4.4,7.2,3.6,3.0,5.0,Penuh Waktu,38.0,Rendah
1371.0,3.82,2.21,3.25,3.51,2.8,,2.38,2.62,,73.0,66.6,88.6,90.8,100.0,1.0,2.2,4.7,7.3,5.2,4.6,6.6,Penuh Waktu,38.0,Menengah
1372.0,1.93,2.91,2.34,3.35,2.45,2.52,2.37,2.39,85.9,87.9,84.5,72.3,89.1,72.9,3.0,2.8,3.9,6.6,2.7,5.7,0.0,Penuh Waktu,49.0,Menengah
1373.0,2.15,4.0,2.83,2.63,,2.01,2.87,2.35,85.7,86.4,79.1,67.0,87.7,85.0,1.0,5.4,4.2,3.7,4.6,5.3,6.3,Paruh Waktu,12.0,Rendah
1374.0,2.52,3.13,3.58,2.9,1.44,2.71,2.81,2.95,84.2,98.1,76.1,74.7,78.9,100.0,1.0,4.6,7.3,7.3,1.6,4.9,7.2,Tidak Bekerja,0.0,Tinggi
1375.0,2.58,3.48,2.53,2.18,3.1,2.02,2.45,3.49,92.1,76.4,86.4,84.0,94.1,88.8,0.0,5.3,4.9,2.8,7.8,5.8,4.3,Tidak Bekerja,0.0,Rendah
1376.0,2.48,2.27,2.75,3.97,2.26,3.37,2.75,2.75,79.0,91.3,95.4,100.0,87.9,78.1,1.0,8.6,4.1,3.5,5.6,3.1,4.0,Paruh Waktu,13.0,Tinggi
1377.0,3.22,2.68,2.15,3.52,2.4,2.37,1.85,3.05,85.4,67.6,87.5,93.3,89.6,98.2,0.0,3.8,8.5,5.0,6.6,7.6,10.3,Tidak Bekerja,0.0,Rendah
1378.0,2.26,3.26,3.11,2.65,2.31,2.82,2.43,3.14,90.6,100.0,80.5,82.0,83.5,83.9,1.0,7.1,4.4,8.9,6.2,4.0,3.5,Paruh Waktu,19.0,Menengah
1379.0,3.2,2.29,3.56,,2.96,2.93,2.92,2.69,91.5,81.7,100.0,65.1,75.9,88.6,0.0,4.8,4.0,5.3,2.6,2.9,4.7,Paruh Waktu,16.0,Tinggi
1380.0,2.24,2.6,3.09,2.19,3.33,2.57,3.84,2.78,100.0,97.0,78.9,72.0,86.1,79.2,2.0,8.2,4.5,4.4,2.2,5.8,2.7,Penuh Waktu,39.0,Menengah
1381.0,1.85,3.4,3.0,2.46,2.16,2.77,3.94,3.01,80.1,100.0,91.5,91.8,87.9,90.1,3.0,0.1,5.3,6.6,8.2,9.6,,Paruh Waktu,13.0,Menengah
1382.0,2.83,3.09,2.98,1.39,3.2,3.15,2.57,1.76,87.4,88.3,80.6,86.9,95.7,100.0,2.0,5.3,5.7,3.4,4.0,4.7,7.4,Paruh Waktu,19.0,Menengah
1383.0,3.34,2.74,2.91,2.77,2.16,3.49,2.78,3.55,89.7,89.3,94.5,88.0,78.9,83.7,0.0,,6.4,3.3,5.6,3.1,5.2,Tidak Bekerja,0.0,Menengah
1384.0,3.89,2.31,1.61,,2.84,2.77,2.84,2.11,85.6,75.1,94.1,73.6,84.1,77.1,1.0,6.9,4.1,2.9,7.1,1.0,6.4,Tidak Bekerja,0.0,Rendah
1385.0,3.08,3.0,2.32,2.64,2.88,3.46,2.37,1.83,85.7,69.1,93.1,100.0,95.3,80.0,0.0,8.2,3.5,3.0,7.9,4.3,5.3,Tidak Bekerja,0.0,Menengah
1386.0,3.3,2.52,2.83,2.82,3.29,2.75,2.77,3.21,86.2,79.3,74.1,78.8,87.4,72.0,2.0,5.5,2.0,3.0,6.3,4.1,5.5,Paruh Waktu,10.0,Menengah
1387.0,2.36,3.13,2.38,2.64,3.43,2.63,2.61,2.5,76.8,82.4,92.4,91.8,87.9,96.8,2.0,1.6,5.1,3.6,9.0,4.5,6.5,Tidak Bekerja,,Menengah
1388.0,2.89,3.35,3.29,2.67,3.57,2.19,3.95,2.31,84.5,79.3,81.2,100.0,80.4,93.5,0.0,4.5,6.9,3.9,5.5,6.3,3.6,Tidak Bekerja,0.0,Tinggi
1389.0,2.77,3.22,2.34,2.81,2.24,2.55,4.0,3.42,91.7,88.7,69.3,83.1,94.2,80.6,,5.7,3.0,2.8,9.6,9.3,4.8,Tidak Bekerja,0.0,Rendah
,3.29,3.51,2.83,2.62,2.03,2.8,3.79,3.4,86.7,88.0,78.1,81.4,86.5,86.5,2.0,7.0,6.9,6.0,3.0,3.1,3.2,Tidak Bekerja,0.0,Menengah
1391.0,3.06,3.07,2.36,2.43,2.83,3.27,2.09,2.12,98.7,97.2,75.6,81.1,100.0,93.8,3.0,4.9,7.3,4.0,5.3,4.4,6.4,Paruh Waktu,10.0,Menengah
1392.0,3.55,3.31,2.7,2.16,2.45,1.87,2.29,2.96,84.5,82.8,77.1,67.3,86.8,88.8,1.0,3.0,3.9,8.1,7.3,2.0,,Tidak Bekerja,0.0,Rendah
1393.0,2.62,3.3,3.24,3.22,2.62,3.08,3.5,2.73,81.0,97.3,100.0,100.0,81.3,82.3,3.0,2.9,5.2,2.9,3.9,6.4,5.8,Paruh Waktu,15.0,Menengah
1394.0,2.47,3.84,2.08,2.39,3.43,2.62,3.22,2.09,75.5,91.0,70.6,72.9,83.9,98.2,3.0,5.7,4.6,5.3,1.5,3.8,5.9,Penuh Waktu,30.0,Tinggi
1395.0,2.07,2.51,2.93,2.53,2.61,2.26,3.62,2.27,92.7,79.9,91.2,78.7,81.5,89.0,0.0,6.2,6.8,5.1,7.1,5.5,4.7,Paruh Waktu,14.0,Tinggi
1396.0,2.55,2.54,3.03,2.91,2.25,2.6,2.07,2.95,66.4,82.7,78.5,90.5,76.9,76.5,0.0,5.8,5.9,2.9,6.2,9.9,4.1,Penuh Waktu,33.0,Menengah
1397.0,2.39,2.8,2.41,2.82,1.82,2.27,2.39,2.23,100.0,64.7,91.8,95.0,80.6,88.3,0.0,6.2,5.3,1.5,5.8,6.9,9.1,Tidak Bekerja,0.0,Rendah
1398.0,2.56,2.69,2.91,2.21,3.37,,2.52,3.13,91.9,57.0,84.3,85.4,87.2,78.9,0.0,4.5,6.0,6.5,2.1,5.9,5.7,Tidak Bekerja,0.0,Menengah
1399.0,2.07,2.85,2.68,2.76,,3.25,2.54,1.75,67.8,81.2,85.3,,86.9,93.9,2.0,8.6,5.2,5.7,3.5,5.1,5.4,Tidak Bekerja,0.0,Menengah
1400.0,2.52,2.93,2.89,2.85,2.94,3.2,3.29,2.75,71.2,85.8,83.4,90.5,72.9,90.0,3.0,5.3,3.1,0.9,6.7,3.0,2.0,Paruh Waktu,18.0,Menengah
1401.0,2.08,2.74,2.81,2.79,3.32,2.43,2.82,2.72,91.8,100.0,91.2,90.6,74.8,69.6,1.0,5.5,4.6,5.9,3.8,7.8,2.6,Tidak Bekerja,0.0,Rendah
1402.0,2.46,2.79,2.36,2.74,2.69,4.0,2.52,2.71,87.2,87.7,95.4,100.0,77.0,89.4,1.0,4.7,5.7,7.2,8.3,6.7,,Tidak Bekerja,0.0,Menengah
1403.0,3.33,,2.65,1.76,3.94,2.64,1.38,2.83,89.7,82.7,75.9,94.0,92.8,90.3,1.0,3.5,3.8,4.3,4.2,6.3,4.2,Paruh Waktu,16.0,Rendah
1404.0,3.12,2.43,2.66,3.4,3.5,2.66,2.99,2.93,74.0,90.1,63.5,94.1,90.2,54.7,1.0,3.1,1.5,2.9,5.3,8.5,6.0,Penuh Waktu,46.0,Menengah
1405.0,2.85,3.1,,2.31,1.74,1.9,2.17,2.54,90.0,94.5,74.2,100.0,98.0,79.9,0.0,9.8,6.2,4.9,3.1,2.8,6.9,Penuh Waktu,42.0,Menengah
1406.0,3.52,3.21,2.1,3.3,2.91,2.98,4.0,2.87,91.3,85.9,82.6,88.6,80.6,86.5,1.0,4.4,0.8,4.0,6.9,6.0,4.5,Tidak Bekerja,0.0,Menengah
1407.0,2.64,2.37,2.72,2.19,3.54,3.2,1.66,3.17,81.3,79.5,92.5,83.6,,71.7,3.0,6.8,,5.3,2.7,5.6,6.3,Tidak Bekerja,0.0,Rendah
1408.0,3.49,2.5,1.97,2.67,2.47,2.04,3.06,2.75,66.8,,77.7,78.8,94.4,89.3,1.0,7.2,0.6,4.4,5.3,7.6,3.3,Paruh Waktu,14.0,Rendah
1409.0,2.45,2.32,2.67,3.25,2.9,2.89,2.93,2.98,83.9,91.3,78.4,91.5,93.6,92.0,0.0,6.5,5.9,7.3,0.5,6.7,9.0,Tidak Bekerja,0.0,Rendah
1410.0,3.13,3.51,3.18,2.16,2.84,2.6,2.32,2.79,84.3,,94.9,98.0,81.8,83.2,2.0,4.5,6.0,5.7,3.6,4.7,2.0,Tidak Bekerja,0.0,Tinggi
1411.0,3.08,2.63,2.38,1.82,2.8,2.67,2.39,2.78,93.6,96.1,69.6,81.4,94.6,100.0,0.0,3.4,7.8,2.3,7.3,4.4,8.1,Tidak Bekerja,0.0,
1412.0,2.61,2.56,2.43,2.73,2.83,3.25,3.26,2.18,89.6,97.3,82.8,83.3,81.0,90.4,3.0,5.6,7.0,4.8,7.5,6.2,7.4,,0.0,Tinggi
1413.0,2.47,2.5,2.55,2.5,3.7,3.01,3.0,1.8,97.9,74.6,84.6,78.0,87.4,100.0,1.0,3.1,3.6,5.3,8.1,4.2,3.6,Paruh Waktu,15.0,Menengah
1414.0,3.11,3.05,2.68,2.0,3.11,3.3,1.9,3.19,100.0,100.0,90.3,84.2,94.5,89.1,1.0,5.7,3.9,1.8,6.7,,3.0,Tidak Bekerja,0.0,Rendah
1415.0,3.02,3.31,2.23,2.05,3.63,2.35,2.8,2.37,76.8,90.9,83.7,98.1,67.2,84.8,3.0,4.0,4.5,4.6,6.3,4.6,4.6,Tidak Bekerja,0.0,Menengah
,3.6,1.85,3.82,3.04,2.4,2.75,2.54,2.75,80.9,73.2,71.8,87.2,,70.8,2.0,6.1,6.0,6.0,5.2,3.2,7.4,Paruh Waktu,13.0,Menengah
1417.0,2.79,2.73,2.5,3.86,2.33,1.92,2.52,2.93,79.6,81.4,65.8,72.5,71.8,93.4,2.0,2.2,3.7,4.6,2.8,5.6,,Penuh Waktu,42.0,Tinggi
1418.0,2.74,2.31,2.7,3.22,2.0,2.55,1.94,2.23,78.9,82.3,88.5,92.0,98.8,100.0,1.0,7.4,4.2,5.5,3.9,5.5,4.7,Paruh Waktu,17.0,Menengah
1419.0,2.12,3.88,3.21,2.77,1.35,1.8,3.89,2.48,96.8,79.8,75.0,74.3,69.7,90.7,2.0,5.8,3.9,0.8,4.5,6.1,9.4,Tidak Bekerja,0.0,Tinggi
1420.0,3.11,2.61,2.58,3.45,2.5,3.12,2.37,2.92,89.1,91.5,100.0,75.0,86.5,91.6,0.0,6.3,4.4,5.8,5.0,6.5,4.8,Penuh Waktu,,Rendah
1421.0,2.45,2.7,,2.44,3.0,2.66,2.86,2.38,91.9,79.7,100.0,82.8,84.1,90.9,2.0,6.6,6.8,8.6,6.3,4.9,3.9,Paruh Waktu,11.0,Menengah
1422.0,,2.34,2.64,2.33,2.55,3.65,2.6,2.96,68.4,74.0,94.3,100.0,87.2,81.9,0.0,6.0,0.0,5.5,2.9,,0.6,Tidak Bekerja,0.0,Rendah
1423.0,2.73,2.21,,2.55,2.59,3.39,1.89,2.65,83.9,86.4,79.4,81.8,100.0,90.0,1.0,3.4,6.3,5.1,6.5,4.6,3.4,Paruh Waktu,15.0,Rendah
1424.0,2.46,2.21,3.16,2.78,3.42,3.55,2.06,,61.5,72.3,71.6,98.5,90.2,87.8,3.0,0.2,5.0,9.9,6.0,4.3,7.2,Tidak Bekerja,0.0,Menengah
1425.0,2.61,2.83,1.59,2.7,2.22,3.27,2.22,2.37,71.5,93.3,90.2,74.0,75.7,92.9,3.0,9.1,5.9,7.3,4.5,2.9,4.7,Tidak Bekerja,0.0,Menengah
1426.0,3.63,2.82,3.34,2.16,3.08,2.8,2.96,2.08,69.5,79.4,71.3,75.5,100.0,97.3,1.0,5.7,5.9,5.8,4.6,5.6,6.9,Tidak Bekerja,0.0,Rendah
1427.0,2.63,2.25,2.88,2.65,2.62,3.19,2.57,2.28,81.1,77.6,77.5,94.8,74.8,86.2,1.0,,4.8,0.9,6.3,4.4,6.9,Paruh Waktu,15.0,Menengah
1428.0,2.99,3.29,2.61,2.53,2.45,2.77,2.28,3.13,68.8,84.4,71.2,84.5,93.1,86.9,0.0,3.8,6.4,0.0,4.9,3.3,6.0,Penuh Waktu,37.0,Menengah
1429.0,1.48,2.52,2.43,3.2,2.35,2.64,2.79,2.74,84.6,85.6,85.0,100.0,67.1,77.1,2.0,4.9,7.2,6.9,7.1,4.9,7.5,Penuh Waktu,37.0,Rendah
1430.0,3.49,3.34,2.68,2.7,2.42,2.63,2.35,2.72,84.8,,100.0,88.0,97.9,97.0,1.0,8.9,3.2,3.9,1.4,1.8,3.0,Tidak Bekerja,0.0,Rendah
1431.0,3.24,2.82,2.09,2.9,1.94,2.66,3.07,2.46,86.9,79.0,73.9,89.9,95.4,95.4,1.0,4.5,0.6,5.2,7.5,2.4,8.6,Tidak Bekerja,0.0,Tinggi
1432.0,3.16,3.48,2.98,2.59,2.83,2.41,1.76,2.63,89.9,95.3,80.1,99.8,83.3,89.8,0.0,6.5,5.1,4.8,8.1,1.6,5.1,Tidak Bekerja,0.0,Menengah
1433.0,2.15,1.36,2.85,3.79,2.57,3.23,3.5,1.8,80.4,72.2,76.9,100.0,87.2,92.9,1.0,4.9,2.6,6.4,7.5,5.6,6.0,Tidak Bekerja,0.0,Rendah
1434.0,3.42,2.95,1.85,3.57,2.28,2.94,3.23,3.29,67.0,86.2,85.5,99.4,89.6,99.5,0.0,6.1,4.9,5.4,8.0,2.4,6.8,Tidak Bekerja,0.0,Rendah
1435.0,2.43,2.96,2.81,3.51,1.99,2.31,1.75,2.82,100.0,80.3,98.7,91.9,93.7,90.9,0.0,8.6,4.6,6.4,8.7,3.0,4.6,Tidak Bekerja,0.0,Menengah
1436.0,2.89,3.17,1.79,2.41,2.27,3.38,2.65,2.49,90.4,79.1,84.8,100.0,100.0,,0.0,4.6,3.8,1.1,7.1,9.8,4.1,Tidak Bekerja,0.0,Rendah
1437.0,2.1,2.8,3.26,,2.14,2.81,3.53,3.25,82.5,79.4,96.6,70.4,94.4,79.7,1.0,2.0,1.5,8.3,4.6,3.2,4.9,Tidak Bekerja,0.0,Rendah
1438.0,3.13,1.99,3.43,2.28,2.88,2.72,2.35,3.32,77.1,99.2,91.7,77.5,73.0,95.7,0.0,2.7,4.7,6.4,5.9,4.6,3.5,Tidak Bekerja,0.0,Menengah
1439.0,3.72,,2.19,2.4,2.5,2.94,3.54,2.52,100.0,100.0,81.5,81.2,81.4,85.6,1.0,4.3,6.8,1.9,3.9,5.7,6.7,Tidak Bekerja,0.0,Menengah
1440.0,2.2,1.87,2.49,2.64,2.98,2.6,2.98,2.81,74.7,68.1,90.8,100.0,100.0,94.4,0.0,7.9,5.9,,5.2,4.8,6.2,Tidak Bekerja,0.0,Rendah
1441.0,,2.42,2.82,2.49,2.78,2.06,2.48,3.41,86.9,98.3,78.9,82.5,87.1,83.1,3.0,2.2,6.1,3.0,5.0,0.7,3.7,Penuh Waktu,41.0,Menengah
1442.0,2.29,1.87,3.03,2.77,2.88,1.9,2.98,2.64,72.5,75.9,100.0,80.6,100.0,75.4,1.0,3.9,4.2,6.5,5.5,5.3,7.1,Tidak Bekerja,0.0,Menengah
1443.0,3.23,2.21,3.24,2.97,3.03,2.53,2.21,2.67,87.9,90.7,79.8,78.3,81.8,93.0,2.0,1.4,4.4,3.6,6.0,7.1,1.7,Penuh Waktu,30.0,Tinggi
1444.0,2.25,3.05,3.34,2.37,2.62,3.31,1.57,2.99,100.0,55.2,95.8,93.2,84.5,89.1,2.0,5.5,3.9,7.5,5.0,,3.1,Tidak Bekerja,0.0,Menengah
1445.0,2.36,2.25,1.73,3.07,2.07,2.9,2.21,2.15,85.5,97.5,77.3,84.4,86.0,84.2,0.0,5.6,5.0,1.5,7.6,5.8,4.6,Tidak Bekerja,0.0,Rendah
1446.0,2.3,2.93,2.7,2.31,2.65,2.37,2.26,1.95,71.4,84.5,64.7,76.6,91.5,94.8,2.0,5.7,6.6,5.0,2.9,6.4,6.0,Tidak Bekerja,0.0,Rendah
1447.0,2.1,,3.34,2.99,2.5,2.88,2.74,3.01,,98.0,83.6,67.0,71.7,85.2,0.0,4.5,6.4,7.1,5.1,2.5,6.1,Tidak Bekerja,0.0,Tinggi
1448.0,2.95,2.83,2.87,2.02,4.0,,3.18,2.39,100.0,89.4,95.7,90.0,60.6,86.1,0.0,5.7,5.9,7.4,5.5,6.6,3.5,Tidak Bekerja,0.0,Rendah
,2.28,2.14,2.35,2.5,2.54,1.67,2.15,2.84,78.0,95.4,82.6,90.9,81.3,94.2,0.0,0.3,5.2,8.1,2.1,6.5,5.8,Paruh Waktu,11.0,Menengah
1450.0,3.28,2.56,2.92,3.24,1.94,3.67,3.33,3.01,94.2,94.7,87.9,99.3,80.5,89.6,0.0,7.6,0.0,5.9,6.4,1.6,5.6,Paruh Waktu,15.0,Menengah
1451.0,2.64,2.17,2.67,2.47,2.53,3.43,3.11,3.27,100.0,86.3,87.5,88.3,96.1,95.5,0.0,3.8,2.7,2.8,,2.5,5.7,Penuh Waktu,47.0,
1452.0,4.0,3.4,2.79,2.66,3.06,2.44,2.64,1.77,85.9,86.2,79.6,89.5,86.2,79.7,2.0,6.6,4.6,2.9,1.5,7.9,5.3,Tidak Bekerja,0.0,
1453.0,2.81,3.46,2.26,2.69,2.45,2.94,2.61,2.64,78.0,80.4,84.9,64.8,62.0,85.6,1.0,0.0,4.6,4.2,6.1,3.7,,Tidak Bekerja,0.0,Menengah
1454.0,2.4,2.72,3.45,2.48,,2.3,1.31,3.36,89.4,90.0,74.1,74.9,96.5,87.4,3.0,4.8,5.4,8.0,6.4,4.1,2.2,Tidak Bekerja,0.0,Menengah
1455.0,3.19,2.94,2.13,3.64,3.26,2.6,2.49,2.79,80.2,100.0,81.1,74.3,100.0,79.3,0.0,6.6,6.4,,3.1,4.9,2.7,Penuh Waktu,30.0,Menengah
1456.0,3.41,1.91,2.56,,2.86,2.25,3.36,2.81,98.0,85.9,63.5,100.0,73.9,80.6,0.0,7.4,9.6,4.9,5.7,2.6,4.4,Paruh Waktu,14.0,Rendah
1457.0,3.62,2.05,2.03,2.41,2.43,3.23,2.54,2.16,89.0,77.3,74.1,95.6,97.9,94.8,1.0,3.3,3.8,6.1,6.5,4.5,7.4,Tidak Bekerja,0.0,Rendah
1458.0,2.51,2.99,2.27,1.58,4.0,2.32,2.86,2.84,90.0,77.1,59.2,78.4,85.3,86.0,0.0,8.1,4.4,5.4,3.4,3.8,9.0,Tidak Bekerja,,Tinggi
1459.0,2.91,2.3,3.51,2.97,3.08,3.44,2.89,2.65,81.4,82.7,83.4,65.9,78.8,74.1,1.0,0.9,5.3,,3.3,4.4,6.1,Penuh Waktu,49.0,Rendah
1460.0,3.49,2.32,2.45,,3.0,2.7,2.37,2.13,84.2,82.9,77.1,82.4,87.5,95.7,0.0,5.4,4.6,3.4,3.5,5.4,5.5,Tidak Bekerja,0.0,Rendah
1461.0,2.54,2.71,2.04,2.89,2.44,2.51,2.33,2.69,64.9,91.8,84.6,80.3,69.5,89.3,2.0,3.7,7.6,6.0,8.1,5.3,7.2,Tidak Bekerja,0.0,Menengah
1462.0,2.63,4.0,3.72,2.92,2.09,2.25,2.62,2.7,76.7,79.6,65.1,63.4,85.1,100.0,0.0,1.9,4.6,,5.7,4.0,2.8,Tidak Bekerja,0.0,Rendah
1463.0,2.22,2.83,3.2,2.98,1.89,3.06,3.14,3.45,75.5,84.4,90.7,79.7,90.5,84.8,2.0,3.3,3.5,7.5,3.0,2.7,5.7,Tidak Bekerja,0.0,Menengah
1464.0,3.09,1.94,2.23,2.72,2.98,2.69,2.79,3.05,72.5,91.1,95.5,81.6,76.4,93.9,0.0,8.4,5.3,3.2,5.0,3.3,6.4,Tidak Bekerja,0.0,Menengah
1465.0,3.47,3.41,2.37,3.39,3.13,3.07,2.97,2.28,80.9,93.3,72.9,74.6,88.1,77.1,1.0,6.6,3.5,5.5,5.7,4.0,4.5,Tidak Bekerja,0.0,Rendah
1466.0,2.27,2.64,3.12,2.18,2.51,3.01,1.71,3.68,95.5,69.6,64.0,85.3,73.8,94.6,1.0,5.8,5.2,3.9,8.2,6.5,6.2,Tidak Bekerja,0.0,Menengah
1467.0,2.92,2.67,1.81,3.23,1.84,2.27,2.52,1.77,74.0,87.4,81.5,82.4,75.8,85.5,2.0,4.3,1.7,4.6,2.5,6.8,4.2,Paruh Waktu,17.0,Rendah
1468.0,3.02,2.69,,2.79,,2.73,3.82,2.36,95.2,97.6,73.9,85.6,88.6,86.7,1.0,5.3,6.3,0.8,4.8,4.2,3.6,Paruh Waktu,11.0,Menengah
1469.0,2.55,2.73,1.68,3.21,1.81,1.96,2.24,2.7,68.8,74.4,96.5,83.9,89.3,72.6,0.0,4.9,4.7,3.4,4.9,1.2,5.9,Penuh Waktu,38.0,Rendah
1470.0,3.18,2.97,2.59,2.19,3.41,2.08,3.06,1.95,94.2,95.1,65.9,89.5,88.7,92.0,0.0,5.7,,4.6,8.3,2.8,5.6,Tidak Bekerja,0.0,Menengah
