ipk_smt1,ipk_smt2,ipk_smt3,ipk_smt4,ipk_smt5,ipk_smt6,ipk_smt7,ipk_smt8,kehadiran_mk1,kehadiran_mk2,kehadiran_mk3,kehadiran_mk4,kehadiran_mk5,kehadiran_mk6,retake,online_activity1,online_activity2,online_activity3,online_activity4,online_activity5,online_activity6,status_pekerjaan,beban_kerja,sosial_ekonomi,cluster
2.8,2.86,1.88,3.17,2.33,2.68,3.39,3.64,68,85.3,87.7,69.9,93,86.2,1,5.4,3.2,5.8,6.7,5.3,4,Paruh Waktu,0,Menengah,1
2.77,2.75,2.51,2.14,2.93,2.51,3.14,2.75,85.5,74.9,86.4,78,72.8,76.4,0,3.9,7.5,3.9,2.5,5.3,5.1,Paruh Waktu,0,Rendah,1
2.9,3.06,2.57,2.89,2.57,2.97,2.88,3.86,71.2,87,80.8,86.2,83.6,81.5,2,4,6.4,4.3,5,5.4,3.6,Paruh Waktu,0,Menengah,1
3.08,2.72,2.55,2.89,3.16,2.75,3.36,2.64,75.2,84.9,86.1,84.2,97.8,93.1,2,2.1,8.1,0,9.3,4.4,4.6,Penuh Waktu,44,Menengah,0
2.92,3.57,2.53,3.45,2.78,2.36,3.05,2.79,89.6,75.1,61.9,80.1,90.7,90.4,1,4.1,5.5,4.2,4.7,7.5,2.3,Tidak Bekerja,14,Menengah,1
2.34,1.72,2.89,2.95,3.54,3.7,1.97,2.76,86.4,73.5,83.6,95.9,96.6,88.7,0,8.4,5.7,7.6,3.3,3.5,9.2,Penuh Waktu,32,Menengah,0
2.68,3.11,3.11,2.42,3.12,2.18,3.61,2.93,58.5,71.9,91.8,94.6,81.1,86.6,3,6.5,7.6,6.8,3.9,7.7,0.7,Penuh Waktu,37,Menengah,0
2.6,2.58,2.29,2.97,3.72,3.05,2.67,3.41,84.7,85.2,90.6,70.1,86,100,0,3.9,8.2,7,4.1,5.2,3.1,Paruh Waktu,0,Menengah,1
3.22,2.17,3.49,2.87,2.81,2.14,3.01,2.17,75.5,68.3,100,84.5,78.9,84.6,0,4,4.6,5.7,4.2,5.2,9.7,Tidak Bekerja,10,Rendah,1
2.51,2.48,2.52,3.47,2.97,2.71,3.13,2.7,77.1,68.9,94.9,62.7,69.9,90,1,5,7.9,3.7,6.5,4.6,6.1,Penuh Waktu,45,Tinggi,0
2.94,2.72,2.75,2.22,2.9,2.52,3.78,2.36,71.9,85.4,87.5,93.8,60,100,0,2.4,7.2,8.9,6.5,2.7,4.6,Tidak Bekerja,19,Tinggi,1
3.31,3.35,2.68,3,2.3,2.48,2.76,1.88,79.9,92.9,80.1,77.6,81.2,92.5,0,5.7,4.5,5,6.7,7.6,4.1,Penuh Waktu,43,Menengah,0
3.13,2.44,2.69,1.69,3.24,3.1,3.33,3.49,72.8,93.9,99.8,70.1,83.3,81.4,0,6.7,4.9,8.6,4.8,6.8,4.9,Paruh Waktu,0,Menengah,1
3.14,2.55,2.15,2.35,2.34,2.79,1.8,2.9,97.7,79.9,78.5,100,99.7,85,0,3.5,6.2,3,2.4,5.9,4,Tidak Bekerja,11,Rendah,1
3.44,2.5,2.62,2.69,2.95,2.16,2.74,3.22,81.7,100,76.2,80,92.7,85.3,2,4.5,2.8,3.8,8.7,5.6,6.2,Tidak Bekerja,14,Rendah,1
2.38,2.49,3.8,3.69,1.91,2.34,2.66,2.76,83.7,100,80.3,100,94.6,84.4,0,3.7,3.7,8.9,6.4,5.6,0.6,Paruh Waktu,0,Rendah,1
2.61,2.48,2.46,3.25,2.55,2.14,2.71,2.22,74.1,99.6,83.2,72.2,84,85.6,1,4.6,4,2.2,4.2,5,4.8,Tidak Bekerja,15,Menengah,1
3.52,2.86,1.78,2.62,2.43,2,2.75,2.38,86.9,92.3,100,84.7,73.8,79.6,0,4.2,9.6,4.8,6,7.2,7.8,Paruh Waktu,0,Menengah,1
3.41,2.49,2.79,3.08,3.19,4,2.07,3.5,78.6,79,86.4,85.6,97.5,70.3,1,0,8.9,2.1,7,7.8,7.3,Penuh Waktu,30,Rendah,0
3,3.53,2.42,2.64,2.58,2.79,4,2.77,76.5,73.5,97.5,76.4,91.6,78.2,1,2.5,6.2,3.7,5.9,6,5.1,Penuh Waktu,31,Rendah,0
3.1,2.83,2.44,2.01,1.73,2.78,3.57,2.68,85.5,84.8,100,92.5,75.7,85.3,1,4.9,2.9,6.5,3.4,2,5.2,Paruh Waktu,0,Rendah,1
2.37,2.44,3.31,2.97,2.27,1.77,2.29,2.76,78.7,77.9,79.1,84.3,92.8,85,1,5.1,4.6,4,6.8,6.5,9.1,Paruh Waktu,0,Menengah,1
2.34,3.15,2.37,2.92,2.22,3.14,2.13,2.89,83,86,81,80.8,86.5,75,0,3,4.3,4.2,3,6.8,4.3,Paruh Waktu,0,Menengah,1
2.82,3.43,3.58,2.83,3.35,2.39,3.88,2.63,84.7,90.3,93.5,83.3,64.9,91.6,0,3.2,6.5,6.5,5.4,6.8,4,Tidak Bekerja,13,Menengah,1
1.9,3.23,2.19,2.12,3.44,2.96,3.12,2.51,84.2,100,88.2,100,83,94.6,1,7.2,5.4,7.7,3.9,6.7,2.9,Tidak Bekerja,13,Rendah,1
3.28,2.9,3.29,2.58,2.7,2.57,1.76,2.62,100,77.7,86.5,96.9,90.2,84.2,1,3.2,7.9,7.2,7.8,7.6,2.1,Penuh Waktu,37,Rendah,0
2.16,2.85,3.67,3.46,1.83,2.11,2.36,2.17,68.5,84.9,92.1,94.5,80.3,82.3,0,5.7,4.8,6.6,5.9,4.2,1.3,Paruh Waktu,0,Menengah,1
2.83,2.76,3.68,1.74,3.46,2.76,2.37,2.48,80,100,87.4,91.9,77.6,86.1,1,6.8,7.3,2.3,6.6,5,5.7,Paruh Waktu,0,Tinggi,1
2.88,2.46,2.51,3.18,3.11,2.79,2.56,3.23,79.7,79.2,100,88.8,84.2,80.6,1,4.6,7.5,6.7,3.7,4.3,2.4,Paruh Waktu,0,Menengah,1
1.49,3.89,2.31,2.99,3.38,2.88,2.75,2.47,71.8,80.2,86,84.7,75.5,85,3,2.1,6.2,6.7,5.5,8.3,5.8,Paruh Waktu,0,Menengah,1
3.02,3.06,2.51,3.13,3.64,1.81,3.34,2.69,78.4,72.9,88.8,100,81.1,91.7,2,5,1.7,4.6,5.1,3,4.1,Penuh Waktu,43,Rendah,0
2.29,2.53,1.89,3.3,2.7,2.49,2.77,2.71,78,71,86.5,85.1,81.1,81.9,0,7.2,5.6,2.3,7.6,6.4,6.2,Tidak Bekerja,15,Rendah,1
3.16,2.83,3.11,2.29,3.49,3.09,3.19,2.21,96.7,81.8,78.9,91.3,90.8,85,0,9.1,8.6,6.2,5.9,5.7,1.9,Penuh Waktu,44,Menengah,0
2.76,2.75,2.86,2.13,2.55,3.29,2.85,2.41,77.3,95,80.1,87.2,80.9,62.9,1,3.7,7.3,9.3,3.5,5.7,9.7,Paruh Waktu,0,Menengah,1
3.39,2.15,3.14,3.1,2.6,3.82,2.29,2.93,87,88.8,96.6,71.6,86.6,100,0,6.6,3.7,3.4,5.1,4,4.7,Tidak Bekerja,0,Rendah,1
2.76,2.53,2.05,2.39,2.05,3.44,2.59,2.72,75.2,87.3,92,75.8,76.1,80,1,2.2,5.8,6.5,2.1,6.8,6.8,Paruh Waktu,0,Menengah,1
2.97,2.29,3.56,2.4,2.33,2.17,2.66,3.2,76,87.1,87,84.7,88.2,94.1,0,5.5,7.1,2.8,4.1,2.8,6.1,Paruh Waktu,0,Menengah,1
2.58,2.52,1.94,2.92,1.79,2.77,1.85,2.78,84.9,89,93.6,95.5,68.9,84.4,0,9,5.2,3.3,4.8,4.2,2.6,Tidak Bekerja,14,Menengah,1
1.67,1.94,2.63,2.2,3.24,2.22,2.69,3.15,89.9,79.6,81.1,89.7,93.1,100,2,6.6,6.4,5.7,5.2,4.3,6,Penuh Waktu,31,Menengah,0
3.29,1.9,2.85,3.13,2.97,3.78,1.94,2.16,86.8,94.3,85.6,98.2,79.2,82.3,0,6.5,4.3,6.9,6.4,4.2,5.6,Paruh Waktu,0,Rendah,1
2.88,3.29,2.93,1.7,3.02,1.97,3.09,2.47,88,100,81.5,77.5,80.7,70,1,3,7.1,1.1,3.7,5.5,4.2,Paruh Waktu,0,Menengah,1
2.89,2.75,2.71,1.77,2.18,3.04,3.25,3.39,70.6,85.2,100,81.2,91.2,100,3,7.1,4.6,4.7,6.1,1.2,5.9,Paruh Waktu,0,Rendah,1
2.88,2.87,2.75,2.79,3.08,2.69,3.33,3.39,91.7,62.1,86.8,65.8,88.8,100,1,7.3,4.5,4.7,1.3,5,4.6,Paruh Waktu,0,Rendah,1
2.81,3.13,3.21,3.56,3.54,3.22,1.99,3.23,81,72.4,81.3,86.5,59.3,89,4,7.3,5.2,2.8,6.2,4.9,8.5,Paruh Waktu,0,Menengah,1
3.19,2.64,2.61,3.55,2.4,3.07,3.14,3.94,100,90.5,92.1,97.6,78.6,100,0,4.9,6.4,5.7,3.5,4.2,3.4,Paruh Waktu,0,Menengah,1
2.97,2.5,1.53,1.91,2.8,3.25,2.25,3.35,100,89.5,95.4,73.7,67.2,100,1,3,7.3,5.8,8.5,6.6,2.7,Penuh Waktu,42,Tinggi,0
2.51,2.75,3.22,2.72,2.84,1.98,2.72,1.74,79.8,85.6,92.7,75,88.7,99.7,1,3.7,1.9,5.6,2.6,3.4,6.8,Paruh Waktu,0,Menengah,1
2.38,2.53,2.48,3.72,2.48,2.56,3.56,3.04,94.9,75.9,79.7,74.6,93,97.3,1,3.8,4.3,4.4,1.9,3.7,6.5,Tidak Bekerja,15,Menengah,1
2.12,2.28,2.88,2.48,2.14,2.76,2.97,3.87,85.8,85.1,82.2,96.5,88.3,93.4,0,5.4,6.8,5.8,2.2,4.4,4.5,Tidak Bekerja,19,Menengah,1
2.65,2.52,3.23,2.62,2.3,3.11,2.94,2.59,81.4,75.9,92.3,81.4,77.3,72.1,1,5.8,4,1,2.6,4.5,4.6,Penuh Waktu,45,Menengah,0
2.7,2.65,3.09,3.46,3.32,3.26,2.2,3.4,78.2,67.2,76.5,84.1,64.6,92.1,0,6.7,4.2,2.7,6.8,3.2,1.8,Tidak Bekerja,0,Menengah,1
2.99,3.78,2.71,2.74,2.34,2.8,1.88,1.81,79.6,85.7,79.1,79.2,69.9,91.3,0,3.6,8.3,4.9,2.9,0.4,2.5,Paruh Waktu,0,Menengah,1
2.43,2.32,2.49,2.4,2.56,2.58,2.36,1.96,84.5,93.4,74.4,83.9,80.6,90.8,0,3.3,4.6,4.9,5.5,2.8,5.6,Penuh Waktu,45,Menengah,0
2.34,2.63,2.39,3.28,2.79,2.25,3.17,2.27,69.4,85,100,66.7,71.7,92.5,0,3.7,6.2,3.3,5.3,8.5,2.6,Tidak Bekerja,16,Menengah,1
3.14,2.58,2.66,2.2,2.5,2.64,2.81,2.66,89.5,91.5,100,87.2,89.2,79.8,1,8.1,4.1,6.2,4,4.7,5,Tidak Bekerja,14,Rendah,1
2.46,2.18,2.47,2.3,2.49,3.06,3.06,3.54,88.1,69.8,81.7,78.6,75.2,95.7,0,5.9,5.1,2,4.8,9.7,3.3,Penuh Waktu,40,Menengah,0
3.17,2.33,3.73,3.51,3.02,2.13,2.95,2.89,90.1,100,83.2,100,89.1,82.1,0,9.8,6.7,4.1,5.2,6.3,4.7,Paruh Waktu,0,Tinggi,1
3.06,4,2.09,3.04,3.49,2.36,3.09,2.57,79.8,85.2,84.1,83.7,92.5,70.6,0,6.7,6.7,5.6,9.6,7.5,4,Paruh Waktu,0,Rendah,1
2.03,2.6,3.21,2.88,2.15,3.83,3.07,2.76,97.9,68.6,75.9,93.2,76.9,82.2,0,4.8,2.4,4.3,6.8,6.5,7.2,Tidak Bekerja,13,Menengah,1
3.47,2.41,1.97,2.89,2.51,2.8,2.67,2.61,95.2,90.9,87.1,63.4,82.5,93.6,1,3,4.5,4.9,5.4,4.2,5.8,Paruh Waktu,0,Menengah,1
2.35,2.84,3.48,3.25,2.47,2.35,2.56,3.52,84.8,86.8,76.7,85.2,69.8,71.1,2,5.2,5.5,4.2,5.6,2.4,4.3,Penuh Waktu,44,Rendah,0
3.01,2.62,2.98,2.57,2.69,2.65,3.3,2.04,91.5,88.6,62.3,93.7,95,80.9,0,6,5.5,9.5,6,5.2,7.2,Tidak Bekerja,19,Menengah,1
2.44,3.91,2.77,3.23,2.67,3,1.85,3.27,98,79.1,66.9,99.8,98.6,92.9,0,4.6,4.4,4.9,4.4,5.3,5,Paruh Waktu,0,Tinggi,1
2.76,2.35,3.55,2.75,2.55,3.04,3.22,3.55,82.9,95.9,86,78.9,77.2,74,0,3.5,7.2,6.4,2.5,1.5,2.8,Paruh Waktu,0,Rendah,1
2.56,3.41,2.17,2.9,2.16,2.08,2.94,3.09,92.9,96.1,83.2,87.7,81.1,97.9,1,3.2,6,2.9,5.2,1.8,5.5,Paruh Waktu,0,Menengah,1
2.63,3.18,2.77,3.36,2.95,3.19,1.76,2.8,73.9,81.1,89.3,82.7,77.2,97.5,0,7,2.3,6.5,5.3,5.5,8.1,Penuh Waktu,30,Rendah,0
2.45,2.79,1.99,1.95,2.44,2.28,2.44,2.58,82.1,93.1,92.7,84.7,100,80.3,2,6.7,6,4.6,4.7,4.1,6.5,Paruh Waktu,0,Menengah,1
2.36,2.56,2.54,2.72,2.78,3.71,2.8,2.18,74.1,85.8,90.9,94.4,85.5,91.1,2,5.7,4.8,4.3,5.1,4.8,5,Tidak Bekerja,0,Rendah,1
2.46,2.94,3.02,2.41,3.1,3.08,3.11,2.55,92.8,90.2,91.4,100,88.3,78.9,1,2.8,7.3,5.7,8.3,0.9,6.8,Paruh Waktu,0,Rendah,1
3.06,2.18,2.83,3.1,2.84,3.3,2.6,1.62,86.9,86.8,88.1,96.1,65.5,82.6,0,3.2,2.6,4.9,6.4,5.6,3.6,Penuh Waktu,0,Rendah,1
3.05,2.26,1.65,3.06,3.04,3.71,2.19,1.91,78.9,90.5,63.1,85.8,80.4,81,0,3.2,7.2,1.8,6.9,6,4,Paruh Waktu,0,Menengah,1
2.41,3.21,3.28,3.14,2.57,2.42,2.29,3.13,80.4,93.5,76.5,82.9,80.4,77.9,0,1.5,2.4,7.3,3.3,6.3,5,Paruh Waktu,0,Rendah,1
2.28,1.43,2.43,3.64,2.78,2.55,3.01,2.54,97.4,83.7,99,87.6,90.3,83.5,2,6.9,8.4,6.1,4.6,6.9,4.1,Paruh Waktu,0,Menengah,1
2.55,2.67,2.34,2.92,2.08,2.1,2.97,2.29,90.1,79,76.6,75.1,75.5,80.7,3,4.9,4.8,1.3,3.3,7.5,2.5,Tidak Bekerja,15,Menengah,1
1.9,2.98,2.41,1.66,2.76,3.52,1.8,2.63,68.8,87.6,93.7,76.9,80.8,83.5,2,7.5,2.2,4.1,8.1,5,4.2,Tidak Bekerja,18,Tinggi,1
2.48,2.89,3.66,2.91,2.11,3.7,2.34,2.36,95.1,80.8,90,89.3,84.7,99.4,0,4.9,4.9,3.2,6.5,5.4,7.5,Penuh Waktu,45,Rendah,0
3.64,2.08,2.47,2.29,3.28,3.68,2.9,2.95,85.9,89.4,92.7,84.5,90,92.8,2,1.4,5,5.6,5.8,4.7,5.3,Paruh Waktu,0,Menengah,1
2.49,2.86,2.56,1.46,2.94,2.88,2.93,1.71,71.5,96.6,85.7,66.1,85.8,69.3,2,3.9,5.5,5.5,7,5.9,6.1,Paruh Waktu,0,Rendah,1
3.82,2.56,2.01,3.09,3.62,3.01,3.61,3.15,92.1,79.8,87.9,84.5,84.4,82.5,0,5.5,2.4,6.6,3.2,5,5.7,Paruh Waktu,0,Menengah,1
2.02,2.58,2.01,2.55,2.74,3.8,2.42,3.26,67.9,85.4,85.4,92.5,79.5,77.2,2,0.8,5.7,3.7,7.1,6,7.4,Tidak Bekerja,15,Rendah,1
2.7,2.18,2.65,2.78,2.32,2.75,3.15,2.26,93.9,94.2,75.5,58.9,95.9,82.5,2,5,9,5.8,5.9,5,4.6,Paruh Waktu,0,Rendah,1
2.72,2.6,3.37,2.17,1.49,2.69,3.06,2.49,66.6,91.5,80.6,87.3,82.1,62.9,0,5.6,6.1,4.6,2.7,8.7,5.8,Tidak Bekerja,12,Menengah,1
2.9,3,2.7,2.11,2.69,2.22,2.75,2.68,73.6,74.5,85.1,85.6,83.1,94.9,2,4.9,7,4.8,6.7,3.7,6.6,Tidak Bekerja,10,Menengah,1
2,3.27,2.81,3.85,2.19,2.42,2.84,3.41,80.1,78,85.8,78.3,89.8,85.8,0,6.4,6.8,5.7,7.3,4.3,2.1,Paruh Waktu,0,Menengah,1
3.12,3.07,2.29,2.36,2.73,2.48,3.3,2.56,76.6,89.3,75.9,92.1,84.4,94.1,0,7,2.4,5.1,4.9,4.8,7.3,Paruh Waktu,0,Menengah,1
2.68,1.87,2.92,2.61,2.76,2.54,2.39,3.13,95.3,94.7,71.3,98.9,90.6,97.5,1,7.5,5.7,3.4,3.5,3.6,4.6,Paruh Waktu,0,Menengah,1
2.62,3,2.66,3.33,2.46,2.92,3.03,2.78,95.1,90.3,93.1,78.6,82.8,63.1,1,4.9,2.3,9.7,5.6,4.2,6.5,Penuh Waktu,45,Menengah,0
3.09,3.01,2.8,3.19,3.27,2.68,3.58,2.21,69.7,98.8,78,58.3,81.7,97.3,1,4.4,1.4,4.4,4.6,4.3,3.6,Paruh Waktu,0,Rendah,1
2.46,2.83,2.83,2.44,2.78,2.78,1.92,3.75,79.3,81.1,92.4,83.3,80.8,71.6,0,5.2,3.9,9.2,5.1,0.5,6.9,Tidak Bekerja,13,Menengah,1
3.45,2.6,2.65,3.22,3.46,2.68,3.76,1.88,76,80.2,95.6,87.3,78.2,73.7,0,2,6,4.2,7,2.1,5.9,Paruh Waktu,0,Rendah,1
3.97,2.31,3.46,2.72,2.34,2.88,3.26,1.97,92,84.9,90.8,85.1,79.3,73.9,1,6.3,6.3,6.3,5.9,6.9,7.8,Paruh Waktu,0,Menengah,1
2.21,2.61,1.92,2.56,2.28,2.63,2.89,2.58,81.1,87.6,95.4,100,82.8,100,2,6.8,2.5,2.5,3.8,7.9,4,Paruh Waktu,0,Rendah,1
3.45,1.97,2.83,2.57,2.51,3.42,2.07,3.15,62.2,77.7,85.3,71.9,100,77.8,3,3.4,3.6,6.2,6.8,4.1,5.6,Paruh Waktu,0,Menengah,1
2.69,2.43,1.97,2.86,3.26,2.77,1.47,2.52,76.1,100,81.6,68.9,84.5,91.4,0,5.2,3.4,4.1,6.5,5.2,9.1,Paruh Waktu,0,Menengah,1
2.91,1.68,3.09,2.17,2.74,2.42,2.47,3.6,88.2,94,86.5,91.2,89.2,87.5,1,7.2,5.3,9.6,6.9,2.7,4.6,Tidak Bekerja,16,Menengah,1
2.89,3.02,3.09,2.75,3.19,1.9,3.57,2.66,93.7,89.9,65,87.2,63.9,89.9,0,5.4,2.4,5.4,4,4.7,0,Paruh Waktu,0,Rendah,1
3.04,2.24,2.77,2.27,1.8,2.64,2.9,2.45,98.2,88,92.2,78.4,78.7,81.6,1,4.3,4.1,2.8,6.6,2.1,6.3,Paruh Waktu,0,Menengah,1
2.6,2.63,3.29,2.73,3.07,2.07,2.82,3.24,84.6,77.4,82.1,70.8,94.1,97.2,1,4.7,8,6.5,5,7.7,6.4,Tidak Bekerja,18,Rendah,1
4.05,3.21,3,2.37,2.65,2.18,2.2,1.95,92.7,97.1,63.4,100,84.9,87.9,1,2.1,7.6,5.4,7.3,7.4,7.7,Paruh Waktu,0,Rendah,1
2.92,3.28,3.31,1.89,3.43,3.23,2.57,2.92,83.8,91.2,81.3,89.8,85.7,80.7,1,5.4,9.95,3.6,4.5,3.7,3.9,Tidak Bekerja,12,Menengah,1
2.6,2.61,2.12,3.03,2.14,2.08,1.47,2.38,86.5,87.9,82.8,78.3,80.9,78.3,2,9.1,4.9,3.4,5,2.8,5.1,Tidak Bekerja,16,Menengah,1
2.97,3.27,2.24,2.52,2.79,2.44,3.11,2.49,98,75.7,100,100,84.1,96.5,3,4.2,7,4.6,2.4,0,4.5,Penuh Waktu,42,Menengah,0
2.69,3.19,2.84,2.87,2.91,2.65,3.53,3.29,84.4,86.7,89.8,84.5,100,94.1,1,4.7,3.4,7,5.6,3,6.7,Penuh Waktu,41,Rendah,0
2.8,3.04,2.34,2.25,2.77,2.85,2.75,1.415,88.3,100,94.2,65.4,80.9,83,0,4.4,2.5,3.2,6.9,6.5,4.8,Paruh Waktu,0,Menengah,1
2.66,2.1,2.91,2.65,2.81,2.47,2.75,2.76,82.7,100,93,90.5,83.2,64.7,0,3.4,3.7,4.5,4.9,6.3,5.5,Paruh Waktu,0,Menengah,1
3.04,3.01,1.93,2.96,2.33,3.75,2.75,2.65,100,97.1,82.6,73.2,67.4,74.5,2,5.6,4.7,3.1,4.2,8.4,7.2,Paruh Waktu,0,Menengah,1
2.2,3.13,2.53,2.63,3.11,2.68,2.53,2.5,65.1,92.6,74.9,100,82.1,98.1,0,1.4,6.5,7,7.6,1.9,3.6,Tidak Bekerja,10,Menengah,1
2.43,2.18,2.85,2.82,1.86,2.55,3.42,2.12,86.7,72.9,100,92,76.7,87.1,3,2.3,1.4,4.8,3.5,5.4,1.6,Tidak Bekerja,12,Rendah,1
2.82,2.56,3.03,2.74,3.52,3.52,3.2,2.11,74,85.2,86.9,94.2,81.9,78.5,1,5.2,3.4,5.5,4.5,3.7,5.2,Paruh Waktu,0,Menengah,1
3.2,2.76,2.09,2.14,2.48,3.23,2.9,2,89,76.6,79.8,94.7,84.7,95.9,1,5,6.8,3.8,4.5,4.3,5,Paruh Waktu,0,Rendah,1
2.09,2.13,4,2.98,2.61,2.78,2.86,2.43,79.8,83.4,77.8,81,88.5,75,0,9.9875,6.5,2.5,0,3.6,6.4,Paruh Waktu,0,Tinggi,1
2.3,2.45,2.7,2.74,3.13,3.08,2.87,2.73,96.4,93.4,89.4,80.9,96.1,93.3,2,4.5,1.2,5.2,3.6,6.4,5.4,Tidak Bekerja,14,Rendah,1
2.75,2.58,2.79,3.52,2.78,2.46,2.75,2.75,89.1,89.3,84,72.6,83.9,81.4,1,3.2,4.9,5,2.9,9,5.8,Tidak Bekerja,15,Menengah,1
3.01,2.38,2.04,3.28,3.38,3.07,2.95,2.05,81.7,97.1,77.2,86.3,89.6,90.1,1,3,4.8,6.7,8.7,4.6,5.8,Paruh Waktu,0,Rendah,1
2.5,3.72,3.12,2.8,1.8,2.9,2.91,2.64,85.5,100,94.5,76.1,100,77.1,1,8.2,3.6,4.7,0.8,6.1,1.1,Paruh Waktu,0,Menengah,1
3.16,3.4,2.17,2.59,2.73,3.05,3.04,2.33,97,89.1,100,88.2,65,76.8,1,4.7,3.3,3.2,8.8,2.5,3.9,Paruh Waktu,0,Menengah,1
2.47,2.19,2.6,2.72,3.42,2.44,3.82,2.86,75.6,86.4,97.4,74.3,84.7,90.3,0,2.7,4,4.2,7.2,2.6,8.1,Penuh Waktu,44,Rendah,0
2.99,3.2,3.39,2.65,2.98,2.87,2.76,2.34,75.6,91.7,84.75,67.2,84.7,99.6,0,0,4.4,6.4,1.4,4.6,2.7,Penuh Waktu,45,Menengah,0
2.69,1.9,2.57,2.81,3.23,2.41,3.07,2.74,81.3,93.7,75.6,94.5,73.6,79.2,0,4.2,4.8,0,5.2,1.3,5.3,Penuh Waktu,38,Menengah,0
2.73,2.47,2.21,2.79,2.78,2.63,2.75,3.32,63.6,76.4,79.5,98.2,84.8,97.9,1,4.7,7.6,5.9,4.8,7.3,4,Paruh Waktu,0,Rendah,1
2.53,2.8,2.38,2.95,2.69,2.91,2.31,2.24,84.7,92.3,100,66.7,83,89.4,0,5.7,2.6,3.5,5,10.2,6.9,Tidak Bekerja,15,Rendah,1
2.9,2.95,2.81,2.75,2.57,3.11,2,1.99,76.5,97.5,89.5,78.7,77,84.2,0,5.8,7.7,9.1,4.7,9.4,5.2,Penuh Waktu,45,Menengah,0
3.21,2.12,2.56,3.23,2.32,2.32,2.67,3.41,94.2,98.2,75.1,78.4,83.2,81.9,2,3.4,6,1.7,5.3,8.3,5.2,Paruh Waktu,0,Rendah,1
2.35,3.22,2.05,2.44,3.66,2.94,3.04,2.65,70.4,85.2,87,94.5,82.3,84.7,0,4.2,5.4,4.1,3.3,4.6,6.1,Paruh Waktu,0,Menengah,1
2.4,3.22,2.67,2.71,2.78,2.23,3.39,2.91,83.3,79.7,79.5,73.4,71.7,71.7,1,7.1,3.5,2.8,7.6,5.1,2.7,Penuh Waktu,45,Menengah,0
3.11,2.45,2.09,3.62,2.91,2.81,3.11,2.76,82.3,100,96.8,100,100,65.2,3,6.7,6,3.8,10.45,5.3,4,Penuh Waktu,42,Menengah,0
3.09,2.58,2.8,2.73,2.07,3.23,2.71,2,90.4,82.8,64.4,71.3,78,87.1,2,6.6,6.5,6.2,4.9,8.4,6.4,Penuh Waktu,39,Tinggi,0
2.3,3.86,2.93,2.85,2.23,3.08,3.58,2.37,75,85.5,74.9,80.5,93.4,100,0,6.8,3.3,4.4,4.3,5.2,6.8,Tidak Bekerja,15,Menengah,1
2.42,2.51,3.23,2.27,3.71,2.24,1.73,2.42,88.6,86.4,86.8,82.2,80,72.6,3,5.3,7.1,5,3.5,5.3,7.9,Paruh Waktu,0,Menengah,1
2.83,2.33,2.26,2.58,3.06,2.42,2.5,2.31,100,82.8,91.7,100,75.5,92.6,1,4.8,7.8,3.4,5.4,6.3,3.6,Paruh Waktu,0,Rendah,1
3.54,3.47,1.39,2.82,2.78,3.15,2.03,3.11,64.1,95.3,68.5,97.2,96.7,81.7,3,4.9,5,2,6.1,7.4,4.4,Paruh Waktu,0,Menengah,1
3.51,3.01,2.21,2.39,2.71,3,2.17,2.92,93.9,80,100,77.6,87,64.1,1,4.4,4.7,4.1,3.5,4,6.3,Paruh Waktu,0,Menengah,1
2.36,2.78,3.06,3.24,3.41,2.09,2.36,2.31,95.1,78.7,88.1,70.9,78.6,76,2,6.4,2.5,8.6,5.4,3.5,5.7,Paruh Waktu,0,Rendah,1
3.55,3.12,2.05,2.44,3.24,3.54,2.86,2.46,100,84.3,78.9,77.3,73,100,0,7.8,3.7,8.5,6.1,5.9,3.6,Paruh Waktu,0,Rendah,1
2.73,2.53,2.84,2.85,3.45,2.75,2.97,1.92,73.4,81.2,86,77.4,87.8,79.8,0,8.4,4.6,5.9,4.6,4.8,6.1,Paruh Waktu,0,Menengah,1
2.09,3.21,2.22,3.26,2.76,2.47,3.55,2.72,81.4,94.1,70.2,59.7,96.6,85,0,6.7,5.1,2.7,6.2,4.2,2.8,Paruh Waktu,0,Menengah,1
1.92,2.34,2.73,1.55,3.49,2.73,3.27,2.95,88.3,90.3,85.9,86.8,68.4,86.2,0,6,5.7,4.9,7.9,3.9,2.7,Tidak Bekerja,15,Rendah,1
2.85,2.97,2.41,3.36,2.79,3.16,2.41,2.66,67.3,82.2,87.3,84.5,84.4,87.4,2,3.9,4.9,3.5,3.1,7.5,2.1,Paruh Waktu,0,Rendah,1
3.33,3.62,3.06,2.96,3.44,2.14,3.06,3.22,84.9,93.2,81.7,85.4,88.7,88.4,2,2.2,4,5.1,5.8,6.3,5,Paruh Waktu,0,Menengah,1
2.82,3.18,1.79,2.63,3.81,3.52,2.9,3.05,90.2,91.3,76.2,78.3,78.5,80.6,0,8.1,2.7,8.9,5.8,2.7,3.9,Paruh Waktu,0,Menengah,1
2.09,2.51,3.3,3.53,2.27,2.6,2.68,2.01,79.3,85.2,89.9,87.5,86.2,82.9,2,7.6,5,7,6.2,5.3,6.8,Paruh Waktu,0,Rendah,1
2.17,3.25,3.54,2.13,2.97,2.41,2.24,2.31,87.1,97.9,84.4,89.2,79.5,83.7,1,3.3,1.4,4,7.3,0,7.2,Paruh Waktu,0,Tinggi,1
